item,itemLabel,position,positionLabel,start,psid
Q104904062,Tea Akhvlediani,Q108379621,Minister for Reconciliation and Civic Equality,2020-08-06,Q104904062-68037114-0025-43E2-A6B1-79B6D5E55571
Q106094877,Juansher Burchuladze,Q108378098,Minister of Defence,2021-02-22,Q106094877-43DAF736-2F5A-4BAF-B444-07547F2E8349
Q106522763,Lasha Khutsishvili,Q71971342,Minister of Finance of Georgia,2021-04-01,Q106522763-12E77546-7A9F-4787-9A27-F0B0C1D670B8
Q106522784,Rati Bregadze,Q94984555,Minister of Justice,2021-04-01,Q106522784-32646726-2C9B-4FF8-8B97-B42FFB4E5C02
Q106522864,Irakli Karseladze,Q108377572,Minister of Regional Development and Infrastructure,2021-02-22,Q106522864-98C213D6-5204-4ECD-9141-22BB68CE083C
Q110420479,Zurab Azarashvili,Q108376722,Minister of Health of Georgia,2021-12-27,Q110420479-D0A15B8D-645E-42F6-951D-8C09E9C4E5A3
Q110915463,Otar Shamugia,Q110915464,Minister of Environmental Protection and Agriculture,2022-02-09,Q110915463-A44D90BD-9A65-4777-85DF-52608F94C0AD
Q13589522,Tea Tsulukiani,Q109623168,"Minister of Culture, Sports and Youth of Georgia",2021-03-22,Q13589522-258818FF-A864-4EE9-9661-8AB0AED27644
Q13589522,Tea Tsulukiani,Q109623194,Vice Prime Minister of Georgia,2021-03-22,Q13589522-F0FFE80F-C427-4AC8-97D8-3F5DFE1EE2EC
Q20557144,Vakhtang Gomelauri,Q88039626,Minister of Internal Affairs of Georgia,2019-09-08,Q20557144-6c19de48-468b-232e-be37-d0af7a8b9aac
Q31354638,Levan Davitashvili,Q108370218,Minister of Economy and Sustainable Development,2022-02-09,Q31354638-21C75B39-55F9-4EC3-859C-234F2E42EE94
Q31354638,Levan Davitashvili,Q109623194,Vice Prime Minister of Georgia,2017-12-15,Q31354638-CBCAD7DE-8F37-41B1-99FC-227B2BF7D48C
Q56152039,David Zakaliani,Q108368702,Minister of Foreign Affairs of Georgia,2018-06-21,Q56152039-27e4ea5c-1a60-4211-8f03-169ba6788be8
Q56152039,David Zakaliani,Q109623194,Vice Prime Minister of Georgia,2018-06-20,Q56152039-D7FE527E-F0FA-414C-8CB8-962377B57B1F
Q65285987,Mikheil Chkhenkeli,Q108376607,Minister of Education and Science,2019-11-13,Q65285987-2CB9BF23-51BF-4685-83C2-AD2DE0D9E8F7
